Date,Time,"Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Core 4 Clock [MHz]","Core 5 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Core 4 T0 Effective Clock [MHz]","Core 4 T1 Effective Clock [MHz]","Core 5 T0 Effective Clock [MHz]","Core 5 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Core 4 T0 Usage [%]","Core 4 T1 Usage [%]","Core 5 T0 Usage [%]","Core 5 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 4 [°C]","Core 5 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","Core 4 Distance to TjMAX [°C]","Core 5 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","Motherboard [°C]","CPU [°C]","Auxiliary [°C]","AUXTIN1 [°C]","AUXTIN2 [°C]","AUXTIN3 [°C]","CPU (PECI) [°C]","CPU1 [RPM]","Chassis2 [RPM]","PCH Temperature [°C]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Temperature [°C]","Drive Temperature [°C]","Drive Temperature [°C]","GPU Temperature [°C]","GPU Fan [RPM]",
24.9.2021,7:54:9.053,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,141.2,168.2,329.6,175.7,143.3,51.6,104.2,51.3,119.2,107.7,145.3,78.7,134.7,3.4,2.7,6.8,5.4,4.1,0.0,1.3,1.3,2.0,2.0,2.0,1.3,6.8,2.7,100.0,37,33,30,31,30,28,63,67,70,69,70,72,37,37,33,33,29,39.0,33.0,23.0,94.0,14.0,12.0,33.0,795,1807,58.0,42,42,36,42,45,57,1485,
24.9.2021,7:54:11.481,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,342.5,322.4,1110.5,400.5,597.8,447.5,573.1,492.5,636.3,561.0,592.4,617.5,557.8,8.1,6.1,25.1,12.2,8.8,6.1,8.8,6.1,8.1,6.1,6.1,5.4,25.1,8.9,100.0,49,52,47,48,45,46,51,48,53,52,55,54,51,52,52,52,33,39.0,33.0,23.0,94.0,14.0,12.0,48.0,794,1802,57.0,42,42,36,42,45,57,1483,
24.9.2021,7:54:15.159,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,3982.0,3981.5,3994.3,3976.0,3987.4,3977.1,3991.4,3979.1,3990.2,3981.3,3981.8,3989.0,3984.3,99.3,99.3,100.0,99.3,98.7,99.3,99.3,99.3,99.3,100.0,99.3,98.7,100.0,99.3,100.0,59,59,56,55,52,52,41,41,44,45,48,48,59,59,59,59,36,39.0,33.0,23.0,94.0,14.0,12.0,59.0,886,1788,57.0,42,42,36,42,45,56,1482,
24.9.2021,7:54:19.293,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59,59,55,56,52,52,41,41,45,44,48,48,59,59,60,60,35,39.0,34.0,23.0,94.0,14.0,12.0,59.0,1026,1795,55.0,42,42,36,42,45,57,1485,
24.9.2021,7:54:23.423,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,59,56,56,53,52,40,41,44,44,47,48,60,60,59,59,35,39.0,35.0,23.0,94.0,14.0,12.0,59.0,1021,1816,56.0,42,42,36,42,45,57,1485,
24.9.2021,7:54:27.528,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,60,55,55,53,52,40,40,45,45,47,48,60,60,60,60,36,39.0,35.0,23.0,94.0,14.0,12.0,59.0,1092,1812,56.0,42,42,36,42,44,57,1484,
24.9.2021,7:54:31.582,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59,59,56,56,54,52,41,41,44,44,46,48,60,59,59,59,36,39.0,36.0,23.0,94.0,14.0,12.0,59.0,1024,1790,56.0,42,42,36,42,44,57,1485,
24.9.2021,7:54:35.634,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,59,56,57,54,53,40,41,44,43,46,47,60,60,60,60,36,39.0,36.0,23.0,94.0,14.0,12.0,59.0,1027,1785,56.0,42,42,36,42,44,56,1485,
24.9.2021,7:54:39.679,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,60,56,56,54,53,40,40,44,44,46,47,60,60,60,60,37,39.0,37.0,23.0,94.0,14.0,12.0,60.0,1030,1792,56.0,42,42,36,42,44,57,1484,
24.9.2021,7:54:43.711,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59,60,56,56,54,53,41,40,44,44,46,47,60,60,60,60,37,39.0,37.0,23.0,94.0,14.0,12.0,60.0,1091,1792,56.0,42,42,36,42,44,57,1485,
24.9.2021,7:54:47.906,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,60,56,57,53,53,40,40,44,43,47,47,60,60,60,60,37,39.0,37.0,23.0,94.0,14.0,12.0,60.0,1087,1804,57.0,42,42,36,42,44,56,1485,
